sample,read_id,upstream_flank_len,core_repeat_len,downstream_flank_len,total_length,cag_units,caa_units,cga_units,event_count,total_event_bp,frameshift_events,in_frame_events,avg_event_length,oof_patterns
H1,m84137_260214_004236_s1/267584470/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/175900655/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/50267049/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/96994509/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/237175966/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/264505082/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/24710840/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/136645230/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/147068641/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/207163793/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/11671227/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/56170373/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/231543989/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/181602433/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/60102338/ccs,50,141,86,277,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/192153773/ccs,50,142,86,278,39,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/97517751/ccs,50,139,89,278,26,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/197657054/ccs,50,142,86,278,25,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/236656562/ccs,50,142,86,278,31,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/55773683/ccs,51,142,86,279,4,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/255787545/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/237568582/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/239143531/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/249168733/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/79562720/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/188155693/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/162597198/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/163250272/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/180684952/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/75895523/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/129830964/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/241110072/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/135727482/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/259135289/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/235013196/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/204407265/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/5898744/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/38667776/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/151848780/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/75435087/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/159978415/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/228657724/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/194189138/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/205919183/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/28445762/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/221906781/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/74779696/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/13112426/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/97982240/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/19006249/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/4587663/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/108137071/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/13764158/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/20513553/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/9898965/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/45613367/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/191825574/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/264243362/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/189794754/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/128849304/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/250020694/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/67962097/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/73531984/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/95554286/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/247924297/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/245891756/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/32706623/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/106498684/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/103549766/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/111283050/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/111545299/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/191499713/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/189207506/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/20779624/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/214631406/ccs,50,144,86,280,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/182061009/ccs,50,145,86,281,39,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/238027499/ccs,50,146,86,282,21,0,0,1,2,1,0,2.0,0
H1,m84137_260214_004236_s1/234881600/ccs,50,142,90,282,41,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/4985741/ccs,50,141,91,282,47,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/217448607/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/237700405/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/244189391/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/261358310/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/163579829/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/35458412/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/76811705/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/131469412/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/157226466/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/209850769/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/239865344/ccs,50,153,80,283,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/213517304/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/15008098/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/16386035/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/155190184/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/147260281/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/58526341/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/104270571/ccs,50,144,89,283,48,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/103355889/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/210306724/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/117901732/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/72615394/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/148111401/ccs,50,144,89,283,20,0,0,2,6,2,0,3.0,2
H1,m84137_260214_004236_s1/205128380/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/169742388/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/19990367/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/30540174/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/51645014/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/163645725/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/166725714/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/191037773/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/253037187/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/235734115/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/137171973/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/95882850/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/172822366/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/254283631/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/102301922/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/261030667/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/127076380/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/224726198/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/210046931/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/211750067/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/266929637/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/9310186/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/123473865/ccs,50,147,86,283,49,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/207423415/ccs,50,148,86,284,46,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/224855079/ccs,50,149,86,285,37,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/4982489/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/156829517/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/158926969/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/61937241/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/110171377/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/210767423/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/131269015/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/144379663/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/210829693/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/166597609/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/99550031/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/245632758/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/198574195/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/184025856/ccs,50,156,80,286,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/201789951/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/214111466/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/171706802/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/210504691/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/212797107/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/229050764/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/90639563/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/95424756/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/76549576/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/120130535/ccs,50,150,86,286,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/72679784/ccs,50,151,86,287,41,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/96273784/ccs,50,152,86,288,10,2,0,4,14,4,0,3.5,3
H1,m84137_260214_004236_s1/123931052/ccs,50,152,86,288,36,0,0,1,2,1,0,2.0,0
H1,m84137_260214_004236_s1/94180800/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/58655608/ccs,50,150,89,289,50,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/240916127/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/54595351/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/235539299/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/226099303/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/13239724/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/138217597/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/99160043/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/86640789/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/264374194/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/37884285/ccs,50,153,86,289,51,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/239602079/ccs,50,154,86,290,31,0,0,1,4,1,0,4.0,0
H1,m84137_260214_004236_s1/43912421/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/142610643/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/199824611/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/265557155/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/176886649/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/171247610/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/172163802/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/22085776/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/15927958/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/241109075/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/72025769/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/14817036/ccs,50,156,86,292,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/29824513/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/61539542/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/25428765/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/163317875/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/53609406/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/145560408/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/78974894/ccs,50,156,89,295,52,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/81003231/ccs,50,159,86,295,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/126552328/ccs,50,157,89,296,30,2,0,3,10,3,0,3.3333333333333335,3
H1,m84137_260214_004236_s1/58199146/ccs,50,159,89,298,53,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/190580559/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/227411215/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/160044805/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/93195118/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/203756170/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/35656043/ccs,50,162,86,298,54,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/44238429/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/118165713/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/198118315/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/255394037/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/103157687/ccs,50,165,86,301,55,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/232588853/ccs,50,166,86,302,15,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/112463268/ccs,50,168,87,305,56,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/168362965/ccs,50,171,86,307,57,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/128648160/ccs,50,171,86,307,57,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/118887540/ccs,50,171,86,307,57,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/174262461/ccs,50,174,86,310,58,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/40175216/ccs,50,174,86,310,58,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/81528138/ccs,50,174,86,310,58,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/34149804/ccs,50,179,86,315,51,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/139793119/ccs,50,186,86,322,62,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/184026940/ccs,50,186,86,322,62,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/72221613/ccs,50,189,86,325,63,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/111216390/ccs,50,189,86,325,63,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/148051734/ccs,50,192,86,328,64,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/246090609/ccs,50,201,80,331,67,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/101455502/ccs,50,195,86,331,65,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/171508354/ccs,50,195,86,331,65,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/180095781/ccs,50,195,86,331,65,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/186255284/ccs,50,195,89,334,65,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/18285712/ccs,50,198,86,334,66,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/98042151/ccs,50,198,86,334,66,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/97976905/ccs,50,198,86,334,66,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/22744906/ccs,50,201,86,337,67,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/55378685/ccs,50,202,87,339,30,0,0,2,4,2,0,2.0,2
H1,m84137_260214_004236_s1/79170850/ccs,50,204,86,340,68,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/257038192/ccs,50,205,86,341,22,0,0,1,1,1,0,1.0,0
H1,m84137_260214_004236_s1/169148885/ccs,50,207,86,343,69,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/61216631/ccs,50,213,80,343,71,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/49155605/ccs,50,207,86,343,69,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/202378601/ccs,50,209,86,345,54,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/138739807/ccs,50,210,86,346,70,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/145883270/ccs,50,216,86,352,72,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/124715337/ccs,50,216,86,352,72,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/171115530/ccs,50,222,86,358,74,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/170787022/ccs,50,224,86,360,58,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/237572297/ccs,50,241,80,371,63,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/149557566/ccs,50,240,86,376,80,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/52235762/ccs,50,240,86,376,80,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/143852257/ccs,50,243,86,379,81,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/21565468/ccs,50,243,92,385,81,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/32442017/ccs,50,267,86,403,89,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/189466735/ccs,50,285,86,421,95,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/84415457/ccs,50,285,86,421,95,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/90637324/ccs,50,297,80,427,99,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/65077752/ccs,50,294,86,430,98,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/135272232/ccs,50,306,86,442,102,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/58261655/ccs,50,333,86,469,111,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/101454288/ccs,50,405,86,541,134,1,0,1,3,0,1,3.0,0
H1,m84137_260214_004236_s1/194384599/ccs,50,438,80,568,146,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/124651419/ccs,50,435,86,571,145,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/33427283/ccs,50,471,86,607,157,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/35262710/ccs,50,483,80,613,161,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/129632088/ccs,50,504,86,640,168,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/165548065/ccs,50,537,86,673,179,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/171575776/ccs,50,549,86,685,183,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/166464690/ccs,50,624,86,760,102,0,0,3,6,3,0,2.0,2
H1,m84137_260214_004236_s1/207750403/ccs,50,708,86,844,236,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/109253695/ccs,50,711,86,847,236,1,0,1,3,0,1,3.0,0
H1,m84137_260214_004236_s1/254807744/ccs,50,807,52,909,269,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/250480546/ccs,50,837,52,939,201,0,0,4,12,2,2,3.0,0
H1,m84137_260214_004236_s1/188743725/ccs,50,870,46,966,156,0,0,2,3,2,0,1.5,1
H1,m84137_260214_004236_s1/142083520/ccs,50,987,43,1080,73,0,0,11,24,11,0,2.1818181818181817,8
H1,m84137_260214_004236_s1/26479609/ccs,50,1008,40,1098,336,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/29885912/ccs,50,1179,52,1281,393,0,0,0,0,0,0,0.0,0
H1,m84137_260214_004236_s1/246026174/ccs,50,1846,43,1939,554,1,0,1,4,1,0,4.0,1
H1,m84137_260214_004236_s1/124125631/ccs,50,3008,52,3110,949,0,0,1,2,1,0,2.0,1
H1,m84137_260214_004236_s1/222167530/ccs,50,4180,40,4270,563,0,0,2,4,2,0,2.0,2
